IP source,IP destination,Length,Flag,Numéro ACK,Numéro WIN,Numéro seq,ICMP Request/Reply
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7091,512,175438873:175438993, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],207,512,515673288:515673408, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7413,512,2089105412:2089105532, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7413,512,1706536803:1706536923, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1,512,542520228:542520348, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],300,512,1896700502:1896700622, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],300,512,1675551654:1675551774, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],433,512,1859200306:1859200426, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],703,512,358435639:358435759, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7412,512,1301819448:1301819568, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],300,512,800333930:800334050, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],300,512,1271551663:1271551783, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],300,512,1431087338:1431087458, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7774,512,1202140695:1202140815, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7413,512,131605785:131605905, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],300,512,1654475432:1654475552, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7705,512,577568769:577568889, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],300,512,1532046460:1532046580, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7774,512,347262994:347263114, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],300,512,1076704525:1076704645, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7773,512,865071762:865071882, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7414,512,388605585:388605705, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],300,512,1511772517:1511772637, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7706,512,1585094425:1585094545, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],300,512,443326121:443326241, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7775,512,1368107820:1368107940, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7413,512,2000563437:2000563557, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],420144,512,868367305:868367425, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1,512,762275786:762275906, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],703,512,699054297:699054417, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],300,512,1339466612:1339466732, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7705,512,711467956:711468076, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],300,512,1478215266:1478215386, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7774,512,1433846658:1433846778, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],6359,512,137415288:137415408, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7774,512,278925031:278925151, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7774,512,1607592741:1607592861, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],29200,512,1504002777:1504002897, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],29200,512,1827355445:1827355565, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],29200,512,788602735:788602855, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],29200,512,1837047743:1837047863, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7774,512,1478057105:1478057225, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],207,512,983182483:983182603, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],865,512,1783511215:1783511335, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],207,512,786216702:786216822, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1419,512,270388375:270388495, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],207,512,1890501668:1890501788, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],2837,512,1929158054:1929158174, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],207,512,1918403994:1918404114, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],4255,512,58018833:58018953, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],207,512,1719674392:1719674512, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],5673,512,1325991491:1325991611, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],207,512,1413059361:1413059481, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7091,512,1345166873:1345166993, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],207,512,559924803:559924923, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7414,512,1648142921:1648143041, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],29200,512,1682961751:1682961871, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],865,512,517461084:517461204, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1405,512,1167491871:1167491991, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],463,512,100362604:100362724, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7812,512,162611226:162611346, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],316534575,512,546220703:546220823, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1,512,1962658990:1962659110, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1356013554,512,1595174058:1595174178, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1,512,877612565:877612685, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],905855520,512,2094873448:2094873568, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1,512,1230914442:1230914562, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],665201308,512,2040811935:2040812055, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1,512,1733601410:1733601530, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],733,512,2136638312:2136638432, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],204602233,512,1891041727:1891041847, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1,512,686375751:686375871, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],733,512,697489:697609, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],8221,512,817189424:817189544, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],733,512,624395475:624395595, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],9639,512,208532345:208532465, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],733,512,1987472057:1987472177, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],11057,512,1409265336:1409265456, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],733,512,403070235:403070355, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],12475,512,887290750:887290870, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],733,512,772462064:772462184, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],13017,512,1778258571:1778258691, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7414,512,935704466:935704586, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],420144,512,1805342757:1805342877, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7414,512,1437373023:1437373143, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7414,512,391720065:391720185, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1405,512,316526806:316526926, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],300,512,747271348:747271468, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],300,512,53931127:53931247, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7775,512,1551481664:1551481784, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],6516,512,1045318265:1045318385, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],463,512,845535806:845535926, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],509,512,1498354990:1498355110, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1297,512,671467510:671467630, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7813,512,2107531072:2107531192, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7813,512,241707299:241707419, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],13017,512,1463836934:1463837054, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7773,512,562383475:562383595, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7773,512,1725642507:1725642627, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1,512,244764495:244764615, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1,512,403871399:403871519, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],540,512,1946521299:1946521419, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],540,512,1264122650:1264122770, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7814,512,504856588:504856708, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],541,512,485912537:485912657, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],695,512,1831685974:1831686094, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],695,512,455741947:455742067, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7811,512,493036162:493036282, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],433,512,1205350307:1205350427, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],433,512,848270969:848271089, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],695,512,309088899:309089019, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],8228,512,360266161:360266281, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],695,512,632577679:632577799, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],9646,512,2061727918:2061728038, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],695,512,10608692:10608812, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],11064,512,211560320:211560440, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],6516,512,908819219:908819339, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],695,512,271428548:271428668, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],12482,512,1194143303:1194143423, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],6516,512,1583410962:1583411082, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],695,512,843229543:843229663, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],13900,512,18917310:18917430, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],695,512,2103493718:2103493838, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],14575,512,5379165:5379285, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],695,512,838492105:838492225, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],14621,512,267912666:267912786, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],779,512,682831796:682831916, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],433,512,1399602781:1399602901, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],703,512,833125447:833125567, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],433,512,709042303:709042423, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],703,512,1272117842:1272117962, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],6516,512,778739817:778739937, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],6516,512,1175429527:1175429647, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],6516,512,1578825974:1578826094, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],421633,512,346302098:346302218, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],2107,512,111254085:111254205, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],421633,512,557884260:557884380, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],14621,512,2141934570:2141934690, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],14621,512,1061473882:1061474002, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7774,512,669336151:669336271, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7774,512,1813792345:1813792465, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],733,512,508964069:508964189, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],6562,512,1410084780:1410084900, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],463,512,854764861:854764981, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7812,512,904732230:904732350, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],779,512,1570595579:1570595699, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],696,512,916431580:916431700, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],8229,512,1998543101:1998543221, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],696,512,793391393:793391513, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],9647,512,642603409:642603529, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],696,512,982106462:982106582, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],11065,512,507646447:507646567, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],696,512,1385624323:1385624443, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],12483,512,1424566512:1424566632, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],696,512,629852178:629852298, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],12747,512,1987457074:1987457194, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],696,512,1470326572:1470326692, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],12793,512,1908776115:1908776235, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],14621,512,407441188:407441308, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],14621,512,2094414536:2094414656, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],12793,512,1236287516:1236287636, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],12793,512,1252661620:1252661740, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7775,512,774793017:774793137, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7775,512,978111235:978111355, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7774,512,1293958599:1293958719, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7774,512,2068637209:2068637329, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],810,512,1265917502:1265917622, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],810,512,1591167385:1591167505, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],14622,512,891354133:891354253, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],811,512,227951628:227951748, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],734,512,270296022:270296142, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],780,512,684696012:684696132, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],463,512,1980115668:1980115788, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7813,512,1271672473:1271672593, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],463,512,1561614938:1561615058, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7812,512,1607191645:1607191765, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],6562,512,831514526:831514646, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],6562,512,151015160:151015280, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],696,512,1564236650:1564236770, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],8228,512,1569603092:1569603212, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],696,512,809717895:809718015, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],9646,512,266687522:266687642, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],696,512,448158420:448158540, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],11064,512,592271265:592271385, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],423107,512,2123592568:2123592688, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],696,512,1377007211:1377007331, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],12482,512,339972270:339972390, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],696,512,482814315:482814435, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],13530,512,1566825815:1566825935, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],696,512,1851964309:1851964429, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],13576,512,1285160685:1285160805, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],6562,512,1102702461:1102702581, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],6562,512,409767608:409767728, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],6562,512,2128632792:2128632912, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],509,512,794958304:794958424, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7812,512,1997670039:1997670159, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7812,512,1362954264:1362954384, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],12793,512,156728479:156728599, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],12793,512,2117643719:2117643839, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],423230,512,1694603171:1694603291, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],423230,512,1263042113:1263042233, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],13017,512,1093256567:1093256687, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],13017,512,1869942546:1869942666, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],13017,512,1278248421:1278248541, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],13576,512,589846666:589846786, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],13576,512,1366352219:1366352339, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],13576,512,919989431:919989551, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],13576,512,82272826:82272946, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],540,512,1151701214:1151701334, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],811,512,1397543949:1397544069, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],540,512,241920474:241920594, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],7813,512,642032333:642032453, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],541,512,717083400:717083520, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],811,512,915232097:915232217, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],12794,512,1828749687:1828749807, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],812,512,1286261444:1286261564, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],893,512,664774578:664774698, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1008,512,304261359:304261479, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1123,512,687536104:687536224, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1123,512,1233940978:1233941098, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],13187,512,1647956644:1647956764, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1123,512,1067260138:1067260258, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],14605,512,594553921:594554041, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1123,512,639605602:639605722, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],16023,512,1183564325:1183564445, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1123,512,873904745:873904865, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],17441,512,1708296902:1708297022, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],780,512,754727764:754727884, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1123,512,317409458:317409578, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],18700,512,366502056:366502176, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],18700,512,449125081:449125201, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1123,512,1828320647:1828320767, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1123,512,1302378024:1302378144, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],20257,512,741239760:741239880, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1123,512,1423154274:1423154394, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1123,512,1790484586:1790484706, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],23093,512,1062099266:1062099386, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1123,512,157987745:157987865, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1123,512,1307906499:1307906619, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],25929,512,1368589445:1368589565, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1123,512,1737580532:1737580652, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1123,512,509316587:509316707, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],28765,512,473313591:473313711, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],6608,512,199171295:199171415, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1123,512,602121798:602121918, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1123,512,1363431138:1363431258, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],30911,512,1621877111:1621877231, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],811,512,2042234296:2042234416, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],13577,512,781280404:781280524, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],812,512,674035187:674035307, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1169,512,806955976:806956096, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],30911,512,680515766:680515886, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1284,512,1361974695:1361974815, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1284,512,1298403038:1298403158, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],32471,512,1129406396:1129406516, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1284,512,2038549094:2038549214, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1284,512,604768582:604768702, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],35307,512,683845410:683845530, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1284,512,883023693:883023813, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],35448,512,1519712890:1519713010, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1330,512,812931409:812931529, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],423230,512,1359287981:1359288101, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],6766,512,692135955:692136075, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],160,512,113853357:113853477, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],2589,512,365679947:365680067, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],6766,512,723286350:723286470, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],6766,512,829673506:829673626, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],424350,512,1746940679:1746940799, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],6766,512,1485591968:1485592088, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],6766,512,1353533872:1353533992, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],6766,512,571872187:571872307, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],424473,512,878187446:878187566, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],424473,512,634312588:634312708, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],35448,512,313561205:313561325, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],35448,512,115104592:115104712, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],35448,512,641064547:641064667, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],35448,512,1107388560:1107388680, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],6812,512,988470095:988470215, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],35448,512,179059799:179059919, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1445,512,1607921726:1607921846, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1559,512,1654123767:1654123887, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1559,512,1124621898:1124622018, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1559,512,699931885:699932005, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],37008,512,1742028424:1742028544, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1559,512,1254347256:1254347376, 
190-0-175-100.gba.solunet.com.ar,184.107.43.74,120,[S],1559,512,366294777:366294897, 
